filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0022_102_040_30s,0.20023537,0.4807875,1069.4140404241325,1013.3367524210255,1751.9977392426954,0.03237603249564629,-211.22542,178.47018,-33.437275,-44.674694,17.051916,13.762326,-17.456593,-15.759043,-13.527685,-26.941195,-20.238659,-5.230054,-8.084825,-8.30617,6.3503537,8.826414,-1.4695655,3.2190259,15.553633,13.078465,1
0023_102_050_30s,0.2047381,0.4946316,1072.5425844733165,1044.9218664541224,1785.1392055074498,0.03082955658620356,-198.06366,188.29971,-35.3639,-48.766266,15.29601,13.904073,-18.914177,-18.82648,-12.880521,-25.688612,-21.74545,-5.164389,-5.4935803,-6.8560824,6.8173876,11.185814,0.8784091,3.149299,14.53135,12.162729,1
0024_102_060_30s,0.21333195,0.5093361,1052.8734365005068,1042.7649396649347,1762.506009033959,0.030820864272929568,-195.77164,193.92767,-27.52848,-48.824684,11.604619,18.92942,-13.520681,-23.37814,-15.691854,-19.631039,-19.291088,-10.213777,-6.8976893,-3.6043153,5.0789332,5.1382866,-2.0537114,1.226608,9.365215,7.4379807,1
0025_102_070_30s,0.21413662,0.5314562,998.1633572076291,1045.47817631861,1719.5729353110487,0.027015142765576625,-187.2426,204.77298,-21.713879,-47.770905,11.936315,21.582212,-9.855652,-22.636347,-14.697447,-17.324898,-19.628641,-12.631167,-9.544002,-8.345404,-2.9828706,-2.2949347,-5.971757,-1.1909255,7.418395,7.655782,1
0026_102_080_30s,0.21171498,0.54048425,1010.1709640974736,1061.0352501897726,1721.0729262408088,0.02749510962896672,-183.64287,205.24606,-23.215437,-47.68707,9.13626,19.520958,-8.649983,-21.431946,-14.693961,-16.286175,-17.299612,-11.716098,-10.096845,-8.661142,-4.140634,-5.9241185,-9.771985,-2.9710436,6.354584,6.468893,1
0027_102_090_30s,0.20526184,0.52705586,1059.632277218967,1102.7986183969672,1772.5392816974652,0.028365474736358358,-186.12555,197.11903,-34.2021,-46.219093,13.391948,12.2606125,-16.31269,-17.169456,-11.782677,-23.10166,-19.007202,-4.2701,-6.0310225,-8.284024,1.7137496,2.98816,-4.7866573,0.83018225,12.537696,11.297974,1
0028_102_100_30s,0.20120394,0.50678134,1094.6276738925937,1111.2648470864115,1801.0224427970202,0.030100536051180342,-196.63623,186.6128,-38.39504,-47.23536,12.904666,11.338028,-19.327473,-20.22613,-14.700736,-26.157356,-19.869337,-2.7850628,-3.698515,-4.7616673,8.857675,12.454179,2.6786003,5.237729,14.122557,9.770258,1
0029_102_110_30s,0.20952678,0.47800466,1003.8445190449492,992.4961079752063,1685.5314744884386,0.028320123536667956,-201.01653,196.36331,-19.805065,-43.861683,12.851854,15.26432,-17.263884,-23.5961,-17.280148,-22.30148,-18.135633,-6.286992,-4.279606,-2.6685605,6.6354866,7.279856,-0.62314814,1.8861611,8.930804,6.1722674,1
0030_102_120_30s,0.21269467,0.48423034,1019.9254688267645,1021.5907916153573,1702.239706789377,0.028998312935371518,-203.49226,189.2916,-25.042458,-44.242023,12.019602,12.922445,-17.61542,-20.88989,-14.097279,-22.312275,-20.644688,-8.738708,-7.3681808,-6.167481,5.1979423,8.109439,0.046139553,1.8112528,9.589595,6.1913366,1
0031_102_130_30s,0.20782109,0.505153,1012.5906161137818,1032.5221987070875,1704.7313583893672,0.02883467068982198,-196.20943,195.32419,-24.589233,-43.84279,13.37936,15.575124,-15.113254,-19.544844,-13.397745,-21.931408,-21.62871,-11.426985,-9.7798395,-8.131121,1.7817048,4.3630295,-0.675277,3.8747592,12.240234,9.597829,1
0032_102_140_30s,0.1979507,0.54473007,1055.2434779452974,1112.728393420505,1759.1060295931695,0.02923924118372678,-190.83585,192.62253,-32.451675,-42.229397,15.989369,14.562851,-12.413559,-12.793842,-9.890401,-24.40783,-23.420393,-9.460499,-9.457555,-10.574,1.1274226,6.169192,0.81711316,5.5070157,16.133446,14.261746,1
0033_102_150_30s,0.19639802,0.52400506,1062.0062114198363,1094.5526388816102,1750.5310814447078,0.02919407894736842,-200.86021,183.33423,-34.399036,-45.24376,13.124736,13.62799,-15.53132,-19.035698,-15.421402,-25.013609,-21.291569,-9.073067,-8.536463,-5.772679,6.7480493,8.80545,2.1349738,8.008771,18.469906,15.841763,1
0034_102_160_30s,0.20926514,0.5020762,970.3790003672555,979.2862544448669,1646.306711675213,0.026643262928115325,-200.87202,196.90605,-18.883266,-47.91582,8.534702,15.754608,-15.1179285,-24.086552,-16.807842,-20.354969,-19.910421,-10.631894,-7.1241446,-4.4710836,3.4199154,3.9900692,-2.527557,0.1970998,8.811611,8.970989,1
0035_102_170_30s,0.21593049,0.49078113,920.2275476814528,914.8660482234379,1560.3738979658476,0.025389302256675697,-205.2204,198.26437,-12.289106,-46.53027,7.8241596,14.584609,-18.10442,-27.319042,-17.561136,-19.246214,-20.211124,-11.589248,-6.421909,-3.872622,2.128693,2.5751834,-3.2102056,-1.9013292,5.001442,5.5170035,1
0036_103_000_30s,0.2139584,0.16271812,1529.6554577116149,1150.6063855114392,2591.5009962146864,0.045041299825851394,-334.06018,109.65059,-8.7906475,-21.738768,17.441854,10.175254,-19.456211,-18.61476,-9.020044,-14.229707,-13.735597,-5.995585,-10.3949375,-16.43843,-8.509407,-2.6253703,-7.881744,-7.7929077,-0.21869463,2.4506104,1
0037_103_010_30s,0.2090025,0.21534188,1114.4822681452433,821.8948304616987,1788.1391873669697,0.038886953064531736,-297.51215,130.01137,-13.786644,-29.35755,20.73095,13.855384,-23.736818,-25.662638,-14.036202,-17.246748,-13.203908,-2.5103643,-8.9110985,-17.415064,-7.5955367,0.0040525077,-7.4880114,-8.192246,3.3790355,8.764899,1
0038_103_020_30s,0.19631393,0.25469756,899.014226266516,774.166337546875,1509.6742045399574,0.028392874419504645,-289.91135,146.38617,-4.270397,-29.710339,13.199844,5.1791797,-29.168474,-27.731527,-14.964649,-18.821074,-16.528868,-6.9766164,-11.858226,-17.650656,-7.1733117,-0.11544223,-5.8660727,-3.2805727,9.13143,12.523651,1
0039_103_030_30s,0.18959288,0.27296785,926.9647035435321,771.639880857991,1572.6404904581075,0.028526849421923375,-285.5009,145.5142,-11.006252,-33.283123,14.312334,3.7846,-32.970943,-27.861193,-12.202266,-18.110144,-18.143183,-8.024227,-11.263212,-15.707104,-4.595499,2.4168227,-2.038894,2.9354572,14.951231,15.441585,1
0040_103_040_30s,0.18918362,0.2745899,968.9150093221826,778.2371924068119,1617.6985513315112,0.02861471737132353,-283.22726,143.23706,-24.766098,-47.56785,5.892063,-1.3723114,-36.604958,-30.526352,-17.485884,-24.84621,-17.777248,1.6591887,-0.6609586,-8.952147,2.9872131,12.974132,5.8458753,4.3800545,12.805685,13.351979,1
0041_103_050_30s,0.19611768,0.26050872,970.4092609671967,782.9042410234351,1658.7733029581075,0.028668760884287926,-282.15222,146.10745,-23.419577,-48.398224,4.5654583,-0.98178244,-34.702446,-29.133808,-16.831999,-23.317343,-15.127622,3.5936894,-0.8383961,-9.99279,3.481975,15.030487,7.372211,4.3601227,11.898468,11.142764,1
0042_103_060_30s,0.1959111,0.23207806,952.1565438111618,786.8753115489701,1572.3988252527574,0.029062749431598298,-294.658,141.82768,-10.809071,-35.53372,7.3927913,-1.4695038,-32.574352,-26.823837,-15.833455,-21.840612,-14.437724,1.5806949,-2.2431407,-8.088231,4.4607344,11.026952,1.0661402,-1.0154209,6.0408564,4.17543,1
0043_103_070_30s,0.1998609,0.21760422,1025.23864541592,782.0576947001693,1583.1987599470299,0.034552512154121515,-305.0578,125.64393,-7.7496257,-33.162025,3.1498654,-0.6416661,-26.421267,-23.460598,-13.598827,-19.202974,-17.724337,-6.022386,-4.2948213,-6.0461016,1.7562282,5.7306404,-0.074304916,-0.5706363,4.056259,2.8906446,1
0044_103_080_30s,0.19774717,0.21763724,1138.0805116914187,854.8232599190783,1848.4388227433244,0.03715982820965557,-285.5799,134.52623,-25.824757,-50.039474,4.04642,4.888788,-28.26441,-27.362549,-14.26927,-18.111841,-14.121324,1.3685522,3.6606581,1.144293,11.698742,17.995512,8.026569,0.19421802,1.5682021,1.8175074,1
0045_103_090_30s,0.19436428,0.23663588,1225.6783809350268,899.9653615535085,1923.1300377624323,0.03983611588138545,-291.7962,118.3522,-44.236153,-54.722317,3.904333,-2.4886014,-34.432602,-25.355816,-15.752118,-26.576256,-14.611925,12.37718,14.045624,8.912476,24.66295,32.126537,13.366302,-0.41985542,2.3517814,2.5231519,1
0046_103_100_30s,0.19159795,0.22909199,1125.1790682183037,858.077220370508,1829.0389400517608,0.035786631675696595,-292.18518,133.28217,-33.368862,-53.73374,0.9064535,-1.4549748,-32.043064,-26.45455,-16.33526,-23.536737,-12.738413,10.396874,10.151982,2.701224,16.023806,25.62933,12.265011,2.2866852,6.493935,6.6323433,1
0047_103_110_30s,0.1952239,0.24108902,979.5553713910273,774.2409003088045,1571.773829032024,0.03152361890479876,-295.39542,137.72986,-14.885004,-42.49511,-0.00908205,-1.2227849,-28.700558,-27.652897,-19.040638,-23.007105,-15.682015,0.5834798,0.32813862,-5.9206305,3.2455995,10.713278,2.1968083,-2.4915946,3.521088,5.2506666,1
0048_103_120_30s,0.19810487,0.23850726,883.2701106234382,735.7190711264344,1496.3909515286377,0.02786358812645124,-289.6893,150.52777,-1.3491608,-36.32872,6.1321588,8.735911,-21.881388,-27.995914,-18.842852,-18.082495,-14.626155,-8.96884,-14.165988,-16.960827,-6.16711,0.40329698,-3.1981916,-0.25646114,7.745967,7.5819254,1
0049_103_130_30s,0.19406764,0.25067982,829.9732625599188,700.910988316754,1396.9248863196594,0.025571084982101394,-298.83115,151.60083,3.9923716,-39.435555,-1.9231365,6.265058,-22.877087,-32.74428,-19.537514,-12.786747,-13.777062,-12.517104,-11.948422,-12.21929,-9.127961,-5.4748783,-2.489102,2.880548,7.5285816,9.008587,1
0050_103_140_30s,0.19221054,0.27812663,940.8813747616424,749.5021194920073,1580.5987756687791,0.030175932420665633,-285.3168,152.21298,-12.04938,-51.504837,-5.2058105,5.018042,-25.977375,-36.45455,-25.05729,-16.910332,-11.338385,-8.285985,-11.658426,-9.937866,2.242155,8.938856,6.0785713,6.556589,10.011249,9.473577,1
0051_103_150_30s,0.19757637,0.2734493,990.2558229766144,777.9031141463155,1647.873368868518,0.03132029435952012,-274.38733,150.89919,-22.450815,-54.710007,-2.167866,2.7830513,-29.05074,-31.765934,-21.24448,-22.394577,-15.045747,-1.9677118,-5.585128,-10.636371,3.6817827,17.07188,13.04409,7.8166194,9.334853,8.378336,1
0052_103_160_30s,0.2022913,0.26666617,968.8794600170786,754.7120661257795,1576.0071367671246,0.03153552359471749,-271.46707,154.94676,-17.17746,-51.845024,-2.815546,2.06813,-27.079252,-29.020088,-21.107029,-23.803066,-14.681506,0.5347088,-3.5403776,-10.562148,2.6534603,15.032756,9.151632,3.3930604,6.5811696,6.8696795,1
0053_104_000_30s,0.1939455,0.18503727,1036.0682820932589,886.8341457663057,1566.5238607778638,0.033897376281927245,-327.30582,134.96915,0.17089541,-16.753162,-9.290214,-29.000273,-17.138023,1.2064933,-17.40121,-28.618896,-12.283843,-7.928654,-14.434885,-7.9975314,-3.2209163,-6.1585827,-1.8094835,-0.15068011,-7.607756,-6.195177,1
0054_104_010_30s,0.20577298,0.19535142,1121.1598568816166,938.6938726041868,1699.2313916469136,0.039257888085332815,-319.77246,136.89426,-13.310961,-28.904339,-12.583369,-29.598467,-15.563779,4.1430335,-19.531006,-32.700897,-12.222824,-9.347569,-20.11126,-10.858779,-4.2267175,-12.227221,-9.335413,-2.8224752,-9.214277,-10.593328,1
0055_104_020_30s,0.1939604,0.2097528,1239.5977442610717,1021.6043296415945,1842.072194574787,0.04396496468653251,-305.13995,115.887054,-19.024939,-30.73931,-16.929167,-28.390982,-11.52127,5.18913,-16.797934,-29.127382,-11.3139925,-7.0836654,-14.067649,-3.6379886,2.7180326,-5.317911,-2.8434124,3.0203044,-4.290059,-7.0071692,1
0056_104_030_30s,0.19457042,0.20615678,1287.587295056493,1040.2345923675323,1926.4050179590752,0.044606306235487614,-317.23398,105.80407,-16.876835,-23.717796,-13.2480135,-28.594542,-11.188781,5.81918,-18.274834,-29.966845,-10.092099,-7.1468697,-15.534821,-3.211194,5.342401,-1.8163753,1.1266266,7.0048256,0.08654559,-2.255347,1
0057_104_040_30s,0.19004294,0.21018432,1364.8583281243673,1102.4803685224076,2090.9956893684694,0.04658229579866486,-319.2713,97.259735,-28.110693,-25.195526,-8.244162,-28.77689,-16.630848,2.8242388,-17.75469,-31.481745,-14.491115,-9.033577,-12.812149,0.63497216,10.546334,9.612238,15.758573,17.211393,6.9392633,3.3220072,1
0058_104_050_30s,0.1889119,0.21000502,1329.2601633220386,1146.853252541746,2153.328645782943,0.04180398002128483,-315.67957,100.813675,-31.066074,-24.537455,-7.569469,-30.700047,-17.122694,2.4354908,-22.303612,-36.325844,-14.492208,-11.004112,-20.139612,-4.5843096,7.6073403,7.2327642,18.434586,23.998495,12.9981165,6.7747345,1
0059_104_060_30s,0.19423348,0.1840633,1247.0177069613094,1101.8687276273993,2059.120882111068,0.03924957369872291,-343.14615,114.45949,-27.332415,-22.145344,-6.477248,-30.228241,-14.847421,5.5682855,-21.105537,-37.458706,-14.470608,-10.836046,-23.109894,-8.917872,1.9810361,-1.805652,7.6652446,14.585509,6.175032,2.974358,1
0060_104_070_30s,0.19686028,0.19027695,1100.6742167081643,1013.5933460252022,1811.2723808170472,0.03453115929760062,-326.87506,128.68228,-13.543684,-19.922138,-6.683762,-27.207531,-13.974865,5.9685507,-17.804464,-36.069084,-17.300947,-10.729862,-19.731213,-9.891465,-1.3155811,-4.9790945,0.7694035,7.2731743,3.1061244,2.385196,1
0061_104_080_30s,0.20535125,0.185771,1053.3938969636883,969.9951866505533,1773.5892753482972,0.032954260291698914,-318.94888,124.45738,-12.953758,-24.22675,-9.5077095,-26.199171,-14.636954,2.946928,-19.074125,-34.02435,-16.088339,-10.491962,-18.274055,-10.175461,-3.7708623,-7.443404,-1.4367751,5.778047,1.9179736,0.66739994,1
0062_104_090_30s,0.19064413,0.20210087,1155.720749308355,1051.5889433574407,1957.9298273328657,0.03502643219088622,-317.16998,117.19554,-26.83045,-24.60464,-6.521988,-32.572308,-20.613998,3.4196815,-19.659613,-38.65669,-19.527725,-10.787461,-16.112497,-5.6112857,1.704232,1.90186,14.626571,22.560472,14.0804,7.465545,1
0063_104_100_30s,0.1843572,0.21487947,1208.3157160873782,1106.5883444799617,2052.0209250435373,0.03580174874226006,-327.3665,106.42607,-31.807833,-24.740685,-2.8137536,-30.848133,-26.318167,-4.0360317,-22.026848,-37.601303,-16.82281,-6.7676067,-11.331028,2.3702822,13.0707,12.18279,19.453478,20.221428,7.727371,2.5412676,1
0064_104_110_30s,0.19008735,0.20796204,1110.1292955034135,1014.7443621542803,1834.9222378095976,0.03297107802825077,-329.13434,108.33079,-26.912018,-23.163301,-1.3190174,-28.134682,-23.394804,-1.4799364,-20.505646,-36.09615,-16.27568,-7.393544,-11.806712,0.84579176,9.8120165,6.866109,12.383059,13.739648,2.9969108,0.7715133,1
0065_104_120_30s,0.19049127,0.18268521,959.6289891974913,849.3494718990497,1491.7909793440404,0.03167554542376161,-331.75586,120.47369,-4.4120536,-19.439047,-7.124731,-25.598017,-19.623053,-0.47176018,-15.924644,-31.472063,-16.480143,-6.2001057,-7.2933135,2.8141198,8.424561,1.0731534,-1.136854,-3.1788614,-10.799626,-8.511372,1
0066_104_130_30s,0.19256805,0.17419821,949.2442271100923,803.3896614635853,1398.7665418500872,0.032819718399284055,-334.89966,125.27927,-5.4680743,-24.733915,-11.688118,-25.304348,-16.530914,4.043695,-10.262697,-28.870205,-18.319508,-8.995922,-10.858184,-5.30214,-1.7177618,-2.9617662,2.7181265,6.2176614,0.7995964,-2.343461,1
0067_104_140_30s,0.1775234,0.20214573,989.3364950170519,767.6646322155449,1433.0246680292182,0.03541002775493421,-323.3365,128.3062,-15.19647,-39.380714,-20.060982,-27.678215,-20.458324,-1.449835,-12.835759,-28.639582,-16.569492,-6.838491,-9.70597,-1.9034127,7.1356697,7.019476,9.577212,11.019869,3.8148453,-1.8623037,1
0068_104_150_30s,0.17539035,0.2308507,1068.3531197769696,815.4127048089035,1624.556843193692,0.03636164709510449,-307.03265,134.01422,-26.707016,-48.531273,-18.927677,-25.402819,-21.517258,-4.500285,-17.159933,-30.753508,-13.928833,-3.0740328,-7.6813006,1.0100415,13.012543,14.506896,17.098219,17.218084,7.7543097,1.0774142,1
0069_104_160_30s,0.1852444,0.21051756,987.5331723833513,762.1945629801257,1465.5828044879547,0.03445538500145124,-318.445,132.87135,-15.468614,-44.641247,-20.938442,-25.115246,-19.288803,-3.6200747,-18.475685,-32.470303,-15.7102165,-4.2095227,-8.314445,-1.0659671,9.065093,6.736168,5.568504,6.6636043,0.5903194,-1.4997356,1
0070_104_170_30s,0.1970251,0.169007,901.1839431540513,791.3071421337188,1351.0001640201722,0.030440292122194273,-342.23505,128.38051,-5.9607263,-33.729008,-13.939568,-18.585829,-14.079993,-1.1390828,-15.902892,-29.758501,-15.242015,-5.6271834,-11.6483555,-8.135879,-1.4731019,-4.660512,-4.014881,0.06609484,-4.275391,-6.4235992,1
0071_105_000_30s,0.21255936,0.08615137,1611.8039528198406,1504.1625205631183,2702.566991280476,0.03538395081511223,-415.0333,111.5067,-5.699178,4.600518,7.6037908,-32.166134,-21.985966,0.91297615,-16.881577,-25.099148,-10.512374,-12.084675,-18.066483,-10.721687,-10.174792,-14.361915,-10.497951,-10.3382015,-12.660759,-6.8745527,1
0072_105_010_30s,0.21091944,0.10002089,1372.3362420645146,1357.120121537222,2342.560834855118,0.03677887813225619,-386.5998,131.36475,-5.5732174,9.16085,12.230036,-35.02236,-24.425083,1.4799734,-17.93182,-28.304953,-12.608987,-14.510122,-22.259789,-12.739452,-10.664607,-15.971776,-11.5066595,-11.346364,-14.454331,-7.8296657,1
0073_105_020_30s,0.21496911,0.10336913,1442.4863172109742,1399.2837843461293,2567.32614239672,0.036647926543150154,-384.9144,125.48803,-14.644981,12.118024,16.734137,-35.614285,-23.03216,4.2145324,-18.472776,-31.06192,-13.741048,-14.842317,-24.785196,-15.191689,-12.322584,-18.683474,-13.067243,-11.664713,-15.090267,-6.4820457,1
0074_105_030_30s,0.20676054,0.10693218,1222.1404765796724,1224.6752217983833,2218.0282545532605,0.026124936508320432,-399.0167,135.14687,-5.707526,6.615383,8.600513,-36.856056,-25.198137,-0.2999315,-18.765894,-28.228903,-13.107514,-14.722581,-21.771587,-9.815655,-4.9452877,-11.53522,-8.9442,-9.086743,-13.4598465,-6.2956514,1
0075_105_040_30s,0.22595072,0.07791911,1375.951191560781,1356.151619898225,2400.7604829298084,0.026066924765383127,-454.66583,105.29859,14.098302,6.9458566,1.7768196,-22.709505,-18.063126,-6.8158846,-14.942108,-18.461403,-11.802815,-14.602165,-17.431824,-7.7776074,-3.1671479,-5.457272,-4.0535083,-6.5046487,-9.580876,-4.3780627,1
0076_105_050_30s,0.22176336,0.064071015,1567.3531904224121,1511.563585483224,2605.2425797878773,0.03513810952012384,-466.99536,96.80365,8.422205,3.7235475,0.17919715,-23.421957,-15.308467,-2.1951308,-13.228251,-18.508127,-10.335963,-10.395116,-12.04956,-2.9930134,2.220111,-0.32105199,-0.21309346,-2.0760891,-6.241556,-4.2261076,1
